tittle,review,stars
OK,"Saat saya naik pesawat udara ini, saya tidak mengalami delay. Pesawatnya baik, namun sayang tidak ada layar entertainment. Bagus juga, saya sering naik ini. Kalaupun delay itu karena ada kendala seperti asap gunung meletus sewaktu saya terbang Bali - Jakarta.",3
Perlu peningkatan perawatan,"Saat takeoff di Ngurah Rai terdengar suara gesekan kuat di bagasi kabin. Entah koper yang bergeser tidak tau jelas, namun sangat mengganggu. Getaran kuat dan ada penutup kabin diatas kepala yang tidak rapi dan ikut bergetar. Boeing 737 900ER tidak lagi gres seperti baru bepoperasi, terasa kurang perawatan bagasi kabin itu. Sekaitan dengan kejadian kecelakaan  yang baru saja terjadi sehingga apa pun yang  mengganggu perasaan pada pesawat yang sama sudah mencemaskan. Perkuat kepercayaan penumpang dengan penerbangan yang nyaman. Karena  adalah armada penerbangan andalan masyarakat negeri ini.",4
The ,Salah satu airline low cost di indonesia. Kalo mau tepat waktu mending maskapai lain karena seperti kata orang  sering delay. Ntah emang sering ato gmn. Selama saya terbang dengan  selalu delay kecuali waktu transit dari di cgk jam 10 malam (berangkat lebih cepat 30 menit). Pernah sampe 2 jam delay di PLM. Tapi ada kompensasinya kok. Liat aja di foto,3
askapai yang paling sering delay,"Salah satu alasan menggunakan maskapai ini adalah harganya yang lumayan murah, apalagi jika kita pesan jauh-jauh hari. Namun yang sering bikin kesel adalah jadwal yang seringkali mundur dan itu menyebabkan jadwal yang sudah disusun menjadi berantakan. Namun untuk penerbangan pagi,  jarang sekali delay, jadi kalau menggunakan maskapai ini saya lebih sering memilih penerbangan dengan jadwal paling pagi.",3
Palangkaraya - Surabaya,"salah satu maskapai berbiaya murah, tetapi biaya untuk bagasi bikin biaya jadi lebih mahal. rute nasional cukup banyak untuk maskapai  air",3
Maskapai alternatif lain,"Salah satu maskapai dengan layanan full service. enak nya naik maskapai ini adalah adanya layanan hiburan didalam pesawat, pelayanan oke. namun kalau tidak bawa earphone kita bisa membelinya didalam pesawat.",3
Maskapai dengan layanan yang memuaskan,"Salah satu maskapai di Indonesia dengan layanan yang bagus, dapat snack untuk kelas ekonomi dan makanan lengkap untuk kelas bisnis, dilengkapi juga dengan hiburan berupa layar monitor yang bisa menayangkan film-film (movie) ataupun lagu dan beberapa video-video lain yang menarik dan diupdate secara berkala oleh ",5
Setara sama Maskapai Negara,"Salah satu maskapai favorit ini, harga masih cukup terhjangkau tapi pelayanan cukup oke, 11-12 sama maskapai kebanggaan, selalu puas dengan Batik",4
Maskapai penerbangan,"Salah satu maskapai penerbabgan murah yang terdapat di indonesia, pelayanannya ok sayangnya  air sering delay",3
 air Indonesia,Salah satu maskapai terburuk. delay selama satu setengah jam tanpa alasan apa pun. Kemudian akhirnya setelah kami terbang AC tidak berfungsi dan staf sangat kasar.,2
"Setiap delay, tidak ada atau kurang informasi","Salah satu maskapai yang tidak pernah tepat waktu, dari sekitar 20 penerbangan dalam beberapa tahun terakhir tidak ada yang tepat waktu, delay dari satu jam dan lebih. Informasi yang Anda dapatkan hanya ketika Anda bertanya secara langsung. Organisasi yang sangat menyedihkan.",1
 Air Penerbangan yang Murah Meriah,"Salah satu penerbangan dengan biaya murah adalah  Air. Mungkin rutenya melayani pling banyak kota. Karena memang harganya murah pelayanan tentunya juga standar banget. Tidak ada layanan makanan, minuman, maupun hiburan semacam film/music di atas pesawat. Satu catatan lagi adalah sering delay khususnya untuk jadwal penerbangan siang s.d. malam. Tentu saja sepadan dengan biaya yang dikeluarkan",3
Penerbangan tepat waktu di pagi hari,"Salah satu penerbangan murah ke mana-mana. Tapi, pesawat ini sering delay. Penerbangan pagi sangat strategis on time flight",3
maskapai penerbangan terjelek,"salah satu pengalaman saya yang buat kapuk terhadap air adalah waktu kami sekeluarga ke Penang. pulangnya dari Penang ke Medan kami pake  Air jam 18.10 JT 0137 tgl 9 Mei 2016. Sial sekali pesawat delay ampe jam 23.10. awalnya tidak ada pemberitahuan delay nya ampe jam berapa. kami terus terusan di kasih jawaban ""tidak tau"" oleh petugasnya, sungguh tidak profesional. setelah kami tunggu ampe jam 22 52 kami muncul di layar. sungguh keterlaluan kan. kami hanya di kasih kompensasi makan nasi ayam.",2
Tidak pernah lagi naik  Air,"Salah satu pengalaman terburuk saya dengan maskapai Indonesia, yaitu  Air. Saya ada jadwal balik dari Semarang ke Jakarta. Saya sampai di bandara tepat waktu, setelah itu  Air yang digadang gadang raja delay ternyata pada saat itu sudah ada dan kami dipersilahkan masuk. Akhirnya kami masuk, dan setengah jam berlalu di dalam pesawat kok tidak berangkat-berangkat. Tiba-tiba kami dipersilahkan kembali ke bandara, dikarenakan bahan bakar nya bocor. Lalu kami kembali duduk di ruang tunggu. Setelah itu kami diinfo untuk pesawat pengganti tidak ada, jadinya kami harus menunggu pesawat susulan dari jakarta untuk membawa spareparts dan baru diservis setelah pesawat lain dari jakarta tiba. Akhirnya kami menghabiskan waktu sekitar 8 jam lebih di bandara dan kembali dengan pesawat yang sama ke jakarta.",1
Tidak tertarik mencari telepon,"Sambil menunggu tas kami, teman saya menyadari bahwa dia telah meninggalkan teleponnya di pesawat. Kami pergi ke area layanan pelanggan dan memberi tahu mereka apa yang terjadi. Pertama yhey apakah penerbangan sudah berangkat ke tujuan berikutnya dan kemudian mengatakan mereka memeriksa saku kursi dan itu tidak ada. Hanya ketika kami melibatkan seorang petugas polisi, mereka menganggapnya serius dan segera telepon muncul.",2
"Perjalanan Cerah, Harga Murah Bersama  Air","Sambutan menarik saat awal masuk check-in sampai duduk di maskapai  Air ini. Ketepatan waktu yang saya sukai saat menaiki maskapai ini, Ruang yang nyaman, serta pramugari yang cantik, ramah-ramah membuat penerbanganku makin nyaman dan enjoy, ditambah harga yang murah meriah. sukses terus buat maskapai  Air",5
sang singa merah,Sang singa merah ini sangat sering dengan namanya delay sudah tidak aneh akan tetapi dibalik delaynya sang singa merah ini memberikan harga yang cocok,3
Peru MEMPERBAIKI dalam SEGALA ASPEK,"Sangat - sangat buruk sekali , Proses check in yang kacau tidak teratur , air crew yang tidak mau membantu mengantarkan penumpang ke kursinya , bahkan ada penumpang wanita tua tidak di bantu memasukkan barang bawaannya ke cabin storage . Sangat tidak ramah , terkesan sangat tidak mempedulikan kenyamanan para penumpang . yang lebih parah lagi , pada saat sebelum boarding salah satu penumpang turis jepang yang bisa berbahasa Indonesia , sempat mendapatkan perkataan yang kasar dan tidak pantas untuk di ucapkan oleh salah satu ground staff  air , karena dia pikir penumpang Jepang tersebut tidak bisa berbahasa Indonesia.",1
Komplain,"Sangat amat kecewa dengan  air,pagi2 di sms untuk penerbangan jam 5 di cancel dan di ajukan pukul 2.55, saya kira memang ada suatu hal yang membuat di cancel,dan ternyata untuk penerbangan jam 5 sore ada dan tidak ada kendala,saya merasa dirugikan sekali dengan hal ini,waktu liburan saya terbuang sia2,tolong pihak maskapai memberikan feedback ke saya untuk hal ini.karena ini seperti penipuan",1
sangat buruk sekali,"sangat buruk sekali seperti angkutan umum mikrolet,kotor dan udara dalam kanbin yang tidak segar,kursi yang sangat jelek,apalagi perjalanan jauh sekitar di atas 2 jam terasa duduk di kayu,krn jelek sekali",2
 kereeenn,"Sangat enak terbang menggunakan maskapai ..jarak dr tempat duduk dpn dgn belakangnya lebih luas dan nyaman, dapat snack juga, bisa nonton film dan main game jg.
Pokoknya terbang dgn  keren deh..
Tp kl boleh saran..harganya agak dimurahin sedikit yaaa..",5
Tidak jelas,"Sangat kecewa dengan maskapai  air Pesawat ini berangkat tidak sesuain jadwal yg trtera di tiket..  Pemberngkatan jam 8.00 ,saya cek in jam setengah jam seblum berangkat,trtapi maskapai bilang krna pesawat sudah beragkat jam 7 .00 ,tanpa ada kejelasan dari pihak ,dana yg digantipun hnya 10% itu sangat tidak adill , air yg salah malah penumpang kenak imbasnya ,pemberngkatan gagal ,uang pun tak kembali sesuai harga awal.astagfirullah  Tolong kedisiplinan pesawat di perhatikan jagn hanya seenaknya sendiri tnpa memikirkan nasip penumpang. Kalau ingin berkah ,tolong nasip penumpang di perhatikan ",1
Mahal,Sangat mahal untuk terbang dengan maskapai dengan peringkat keamanan yang buruk. Harga yang curam untuk bagasi. Diskon kecil jika itu perlengkapan selam tetapi masih sangat mahal di atas penerbangan.,1
Berangkat Dari Bali Ke Jakarta,"Sangat memuaskan, harga terjangkau, pelayanan yang ramah, sopan, dan memperhatikan costumer. Berangkat tepat waktu.",4
Lucky Me - Penerbangan Tepat Waktu,"Sangat menyenangkan, selain dapat penerbangan tepat waktu juga berada dibelakang persis Jessica Iskandar dan anaknya hehehe It's Lucky Me :D",5
Penerbangan yang menyenangkan,"Sangat menyenangkan, tepat waktu. Selain itu selama perjalanan saya mendapatkan hiburan selain itu mendapat air mineral dan pilihan teh atau kopi. Kami juga mendapatkan roti daging, cake dan beberapa buah chicken nugget. Lumayan untuk mengganjal perut selama dalam 2 jam perjalanan Jakarta Kuala Lumpur. Selain itu ruang kakinyapun lebih lega. Terima kasih . Mudah2an servicenya bisa lebih ditingkatkan lagi",5
Terbang nyaman dan helpfull,Sangat nyaman pesawatnya. Diberi snack yang lumayan. Para petugasnya sangat helpfull karena pada saat penerbangan saya hampir saja terlambat.,4
terbang nyaman,"sangat nyaman, pelayanan ramah. saat masuk pesawat diberi handung kecil hangat untuk membersikan tangan dan wajah. welcome drink berupa jus sayur. dan sangat nyaman untuk tidur di pesawat karena saat itu penerbangan malam",5
Terbang dg  full hiburan,"sangat Nyaman, ramah pelayanan crewnya , full hiburan dg layar LCD, ada pilihan menunya, selalu on time",4
Nilai bagus,"Sangat senang dengan penerbangan ini. Nilai uang yang pendek dan baik. Pesawat bersih, tepat waktu, staf oke dan meskipun penerbangan singkat berangkat tepat waktu, mendarat lebih awal dan cepat naik dan turun, jadi sangat senang akan menggunakan lagi tanpa ragu-ragu sejenak.",4
Batik Yang Ramah,Sangat senang terbang bersama Batik..saya dapat kelas bisnis dengan harga promo.tapi yang saya kurang suka...makanan di kelas bisnis...itu itu terus dan sama setiap kali terbang....bisakah di ganti ganti menu yang lain.Makasih Batik..,5
penerbangan murah milik indonesia,"sangat sering terbang keluar kota, dan sangat sering juga mendapatkan tiket murah dari  air, walau fasilitas biasa saja namun destinasi yang dilayani  air sangat banyak sehingga menjadikan  air merupakan salah satu maskapai dengan biaya yang sangat murah",4
Come back Lampung,"Saran aku sih hati"" saat pemilihan pesawat walaupun antar jarak dekat. Memang harga menentukan kualitas.. Aku atidak takut naik pesawat ini. Kena banyak kejadian yg TiDaK di Inginkan. Tapi hanya bisa berdoa. Dan Alhamdulillah selamat..",3
", nyaman untuk keluarga","Sarapan & Hiburan saat penerbangan yang cukup menghibur sehingga kita tidak bosan berada di pesawat, dan yang paling utama adalah ketepatan waktu saat tiba di kota tujuan adalah hal yang menggembirakan,..

Terima Kasih , Mudik saya terasa menyenangkan...",4
Pertamax,"Satu dari sekian maskapai di Indonesia. Merupakan bagian grup  air, ada wings jg. Mengedepankan premium class, dari sisi layanan dan on time nya. Tdk seperti  pada umumnya yang sering delay. Video on demand cukup menghibur di perjalanan.",4
Penerbangan murah dengan roti dan hiburan,"satu group dengan  tapi pelayanan dan ketepatan waktunya jauh diatas standar .
Sangat tepat waktu, leg room lega, hiburan canggih dan sepotong roti serta pramugari yang seksi dan ramah",4
 or  Air,"satu group dengan  tapi untuk segment atas, saya kira akan lebih baik dibanding  (tidak delay) tetapi sama saja kadang suka delay, hanya berbeda pesawat lebih nyaman dan dilengkapi dengan televisi. overall lebih oke dibanding ",4
Tepat waktu,"Satu grup dengan  Air, saya tertarik untuk mencoba .
Ternyata service tidak kalah dengan .. Patut untuk dipertimbangkan selain ",3
Kepak Sayap Singa di Pagi hari,Satu hal yang disukai dari Penerbangan  Air di pagi hari adalah selalu On time sesuai schedule awal,4
"Tepat waktu, kanal hiburan banyak pilihan",Satu hal yang menjadi indikator adalah ketepatan waktu yang semakin baik. Makanan di atas pesawat di atas rata-rata walaupun tidak istimewa. Kanal hiburan banyak pilihan.,5
Pelayanan,"Satu2 nya airlines yang melayani penerbangan langsung dari Surabaya ke Manado. Selama penerbangan berlangsung pramugari hanya berkumpul dan bergurau di depan dan tirai selalu tertutup,tidak memperhatikan area penumpang. Penerbangan yang tidak memperhatikan keselamatan selama penerbangan. Juga saat itu mengalami keterlambatan hampir 3jam.",2
sudah jauh lebih baik,satu2nya airline yg direct flight ke Manado . kebetulan kami baru mengalami cedera di kaki dan kami sangat berterimakasih kepada staf darat  Air yg dgn sangat sigap membantu kami dengan kursi roda sampai ke pesawat { dimana saat itu terjadi antrian amat sangat panjang di boarding gate }. Yg perlu menjadi catatan adalah saat sdh terbang stabil dimana tirai depan SELALU TERTUTUP dan pramugari  sibuk bercengkerama sendiri . Apakah seperti SOP  Air ??,4
Tidak pernah tepat waktu,Satu-satunya alasan kami mengambilnya adalah karena hanya ada dua maskapai yang melakukan perjalanan ini dan jadwal mereka lebih baik daripada maskapai lain. Mereka terlambat seperti biasa - satu setengah jam perjalanan dan dua jam dalam perjalanan pulang. Pesawat tidak dibersihkan dengan baik. Nama mereka seharusnya benar-benar Lying Air karena mereka berbohong tentang jadwal dan layanan mereka.,1
Penerbangan premium alternatif terbaik,"Satu-satunya maskapai kelas premium alternatif untuk perjalanan udara nyaman yang hampir dapat disandingkan dengan maskapai plat merah.
 ID6274 CGK-MDC Pk  1.   dini hari adalah terbaik bagi perjalanan bisnis saya yang cukup panjang untuk penerbangan domestik (Jakarta-Manado).
Tempat duduk nyaman, Meal, dan in-flight Entertainment dapat menjadi pilihan apakah mau tidur dalam penerbangan atau menonton TV menghilangkan kebosanan.
Saran saya, pilihan minuman ditingkatkan tidak hanya air mineral, teh, dan kopi saja.",3
"Maskapai termurah, rute terlengkap dan juga masalah terbanyak","satu-satunya maskapai low cost di Indonesia yang paling berkembang, namun masih banyak masalah disana-sini, termasuk delay, pelayanan yang sangat tidak ramah, landing dan take off yang sangat tidak nyaman.",2
Tidak dapat digunakan untuk orang tinggi,"Saya 6'2"" dan hampir tidak bisa memasukkan kaki saya, tidak mungkin bagi orang yang lebih tinggi. Ruang kaki terpendek yang pernah saya alami tidak mengambil apa pun selain penerbangan yang sangat pendek.",2
perjalanan yang melelahkan,"saya ada perjalan dinas ke kupang dari medan, beserta rombongan, beli tiket dapat rute perjalanan, medan-surabaya-kupang, tapi realisasi medan-batam-surabaya-kupang, dengan delay yang tidak pernah ketinggalan, perjalanan kami terasa sangat panjang dan melelahkan, dari medan yg dijadwalkan jam 13.00 Wib siang (delay Juga) sampai di kupang jam 11.30 WITA",3
The Worst,Saya akan bepergian ke bali untuk menghadiri acara pernikahan sepupu saya. Saya membeli tiket ke bali transit di surabaya. Penerbangan ke surabaya seharusnya pukul 17.50 dan di lanjutkan penerbangan ke bali pada pukul 19.45. Tetapi saya malah di beritahukan bahwa penerbangan dai banjarmasin ke surabaya sudah tidak ada lagi dan di ganti ke penerbangan pukul 18.50 belum lagi dengan kebiasaan  air yang suka delay dan jam penerbangan yang menjadi sangat mepet dengan penerbangan ke bali.  air memang benar2 luar biasa mengecewakan dan selalu bertindak sesuka hati nya saja.,1
